	Length	taxID	Name	Width	shape	length_gmean	width_gmean	length_amean	width_amean	volume_gmean	surface_gmean	volume_amean	surface_amean	length_ranges	width_ranges	length_ranges_fix	width_ranges_fix
382	8.5 - 9.5	1158	Oscillatoria	8.5 - 9.5	sphere/spheroid	8.986100377805718	8.986100377805718	9.0	9.0	379.9377257842159	253.683606777376	381.7035074111599	254.46900494077323	[8.5, 9.5]	[8.5, 9.5]	[8.5, 9.5]	[8.5, 9.5]
383	2.1 - 2.5	47251	Leptolyngbya	2.1 - 2.5	sphere/spheroid	2.29128784747792	2.29128784747792	2.3	2.3	6.298506435284178	16.493361431346415	6.3706263027045	16.619025137490002	[2.1, 2.5]	[2.1, 2.5]	[2.1, 2.5]	[2.1, 2.5]
384	1.5 - 1.7	1152	Pseudanabaena	1.5 - 1.7	sphere/spheroid	1.5968719422671311	1.5968719422671311	1.6	1.6	2.132106494083785	8.011061266653972	2.1446605848506324	8.042477193189871	[1.5, 1.7]	[1.5, 1.7]	[1.5, 1.7]	[1.5, 1.7]
385	0.8 - 1	167375	Cyanobium	0.8 - 1	sphere/spheroid	0.8944271909999159	0.8944271909999159	0.9	0.9	0.37465678565550536	2.5132741228718345	0.3817035074111599	2.5446900494077327	[0.8, 1.0]	[0.8, 1.0]	[0.8, 1.0]	[0.8, 1.0]
386	1.8 - 2	1152	Pseudanabaena	1.8 - 2	sphere/spheroid	1.8973665961010278	1.8973665961010278	1.9	1.9	3.576451775686597	11.309733552923257	3.5913640018287314	11.341149479459153	[1.8, 2.0]	[1.8, 2.0]	[1.8, 2.0]	[1.8, 2.0]
387	5.5 - 6.5	1158	Oscillatoria	5.5 - 6.5	sphere/spheroid	5.979130371550699	5.979130371550699	6.0	6.0	111.92128596529408	112.31193736583512	113.09733552923255	113.09733552923255	[5.5, 6.5]	[5.5, 6.5]	[5.5, 6.5]	[5.5, 6.5]
388	2.8 - 3.3	1142	Synechocystis	2.8 - 3.3	sphere/spheroid	3.0397368307141326	3.0397368307141326	3.05	3.05	14.70640694017547	29.028316119169684	14.85587171050968	29.224665660019046	[2.8, 3.3]	[2.8, 3.3]	[2.8, 3.3]	[2.8, 3.3]
389	1.2 - 1.4	167375	Cyanobium	1.2 - 1.4	sphere/spheroid	1.296148139681572	1.296148139681572	1.2999999999999998	1.2999999999999998	1.1401514526045566	5.277875658030852	1.150346509989462	5.309291584566749	[1.2, 1.4]	[1.2, 1.4]	[1.2, 1.4]	[1.2, 1.4]
393	1.3 - 1.5	47251	Leptolyngbya	1.3 - 1.5	sphere/spheroid	1.396424004376894	1.396424004376894	1.4	1.4	1.4257735028702396	6.126105674500097	1.4367550402417317	6.157521601035994	[1.3, 1.5]	[1.3, 1.5]	[1.3, 1.5]	[1.3, 1.5]
394	> 3	1142	Synechocystis	> 3	sphere/spheroid	3.0	3.0	3.0	3.0	14.137166941154069	28.274333882308138	14.137166941154069	28.274333882308138	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]
397	22 - 26	70190	Chroococcus	22 - 26	sphere/spheroid	23.916521486202793	23.916521486202793	24.0	24.0	7162.962301778818	1796.9909978533613	7238.229473870883	1809.5573684677208	[22.0, 26.0]	[22.0, 26.0]	[22.0, 26.0]	[22.0, 26.0]
398	4 - 4.5	1158	Oscillatoria	4 - 4.5	sphere/spheroid	4.242640687119285	4.242640687119285	4.25	4.25	39.985946443425284	56.54866776461626	40.194387258038155	56.745017305465645	[4.0, 4.5]	[4.0, 4.5]	[4.0, 4.5]	[4.0, 4.5]
399	2.3 - 2.6	1142	Synechocystis	2.3 - 2.6	sphere/spheroid	2.445403852127497	2.445403852127497	2.45	2.45	7.656854567647579	18.786724068466963	7.700109043795535	18.857409903172737	[2.3, 2.6]	[2.3, 2.6]	[2.3, 2.6]	[2.3, 2.6]
401	12 - 13	28073	Lyngbya	12 - 13	sphere/spheroid	12.489995996796797	12.489995996796797	12.5	12.5	1020.2004713394712	490.0884539600077	1022.6538585904274	490.8738521234052	[12.0, 13.0]	[12.0, 13.0]	[12.0, 13.0]	[12.0, 13.0]
402	< 2	1129	Synechococcus	< 2	sphere/spheroid	2.0	2.0	2.0	2.0	4.1887902047863905	12.566370614359172	4.1887902047863905	12.566370614359172	[2.0, 2.0]	[2.0, 2.0]	[2.0, 2.0]	[2.0, 2.0]
403	< 2	1129	Synechococcus	< 2	sphere/spheroid	2.0	2.0	2.0	2.0	4.1887902047863905	12.566370614359172	4.1887902047863905	12.566370614359172	[2.0, 2.0]	[2.0, 2.0]	[2.0, 2.0]	[2.0, 2.0]
423	> 3	1142	Synechocystis	> 3	sphere/spheroid	3.0	3.0	3.0	3.0	14.137166941154069	28.274333882308138	14.137166941154069	28.274333882308138	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]
431	28 - 32	70190	Chroococcus	28 - 32	sphere/spheroid	29.93325909419153	29.93325909419153	30.0	30.0	14043.023959001255	2814.867017616454	14137.166941154068	2827.4333882308138	[28.0, 32.0]	[28.0, 32.0]	[28.0, 32.0]	[28.0, 32.0]
433	8 - 10	35823	Arthrospira	8 - 10	sphere/spheroid	8.944271909999157	8.944271909999157	9.0	9.0	374.6567856555052	251.32741228718336	381.7035074111599	254.46900494077323	[8.0, 10.0]	[8.0, 10.0]	[8.0, 10.0]	[8.0, 10.0]
440	> 3	1142	Synechocystis	> 3	sphere/spheroid	3.0	3.0	3.0	3.0	14.137166941154069	28.274333882308138	14.137166941154069	28.274333882308138	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]
453	5 - 7	110103	Anabaenopsis	5 - 7	sphere/spheroid	5.916079783099615	5.916079783099615	6.0	6.0	108.41782457704825	109.95574287564273	113.09733552923255	113.09733552923255	[5.0, 7.0]	[5.0, 7.0]	[5.0, 7.0]	[5.0, 7.0]
454	5 - 7	110103	Anabaenopsis	5 - 7	sphere/spheroid	5.916079783099615	5.916079783099615	6.0	6.0	108.41782457704825	109.95574287564273	113.09733552923255	113.09733552923255	[5.0, 7.0]	[5.0, 7.0]	[5.0, 7.0]	[5.0, 7.0]
456	> 3	1142	Synechocystis	> 3	sphere/spheroid	3.0	3.0	3.0	3.0	14.137166941154069	28.274333882308138	14.137166941154069	28.274333882308138	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]
457	> 3	1142	Synechocystis	> 3	sphere/spheroid	3.0	3.0	3.0	3.0	14.137166941154069	28.274333882308138	14.137166941154069	28.274333882308138	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]
458	> 3	1142	Synechocystis	> 3	sphere/spheroid	3.0	3.0	3.0	3.0	14.137166941154069	28.274333882308138	14.137166941154069	28.274333882308138	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]
459	8 - 10	35823	Arthrospira	8 - 10	sphere/spheroid	8.944271909999157	8.944271909999157	9.0	9.0	374.6567856555052	251.32741228718336	381.7035074111599	254.46900494077323	[8.0, 10.0]	[8.0, 10.0]	[8.0, 10.0]	[8.0, 10.0]
463	> 3	1142	Synechocystis	> 3	sphere/spheroid	3.0	3.0	3.0	3.0	14.137166941154069	28.274333882308138	14.137166941154069	28.274333882308138	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]
