	kingdom	phylum	class	order	family	genus	species
G000014765	Bacteria	Proteobacteria_1	Betaproteobacteria_2	Nitrosomonadales_1	Nitrosomonadaceae	Nitrosomonas	
G000014785	Bacteria	Proteobacteria_1	Gammaproteobacteria	Chromatiales_1	Ectothiorhodospiraceae		
G000014805	Bacteria	Proteobacteria_1	Gammaproteobacteria	Aeromonadales_2	Aeromonadaceae	Aeromonas	
G000014825	Bacteria	Proteobacteria_1	Alphaproteobacteria	Hyphomicrobiales_1	Bradyrhizobiaceae	Rhodopseudomonas	Rhodopseudomonas palustris
G000014865	Bacteria	Proteobacteria_1	Alphaproteobacteria				
G000014885	Bacteria	Proteobacteria_1	Gammaproteobacteria	Alteromonadales_2	Shewanellaceae	Shewanella	
G000014905	Bacteria	Acidobacteria	Acidobacteriia	Bryobacterales			
G000014925	Bacteria	Actinobacteria	Actinomycetia	Micrococcales_1	Micrococcaceae		
G000014945	Archaea	Euryarchaeota_1	Methanomicrobia	Methanosarcinales_1	Methanotrichaceae	Methanothrix	
G000014965	Bacteria	Proteobacteria_6	Deltaproteobacteria_3	Syntrophobacterales_2	Syntrophobacteraceae		
G000015005	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium rhodesiae
G000015025	Bacteria	Actinobacteria	Actinomycetia				
G000015045	Bacteria	Proteobacteria_3	Deltaproteobacteria_1	Desulfuromonadales	Geobacteraceae		
G000015105	Bacteria	Proteobacteria_1	Gammaproteobacteria			Candidatus Thioglobus	
G000015125	Bacteria	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae		
G000015145	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales_2	Pyrodictiaceae		
G000015205	Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Pyrobaculum	
G000015225	Archaea	Crenarchaeota	Thermoprotei	Thermofilales	Thermofilaceae	Thermofilum	
G000015245	Bacteria	Proteobacteria_1	Gammaproteobacteria	Alteromonadales_2	Shewanellaceae	Shewanella	
G000015265	Bacteria	Actinobacteria	Actinomycetia	Propionibacteriales	Nocardioidaceae	Nocardioides	
G000015285	Bacteria	Proteobacteria_1	Gammaproteobacteria	Alteromonadales_3	Psychromonadaceae	Psychromonas	
G000015305	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium rhodesiae
G000015345	Bacteria	Proteobacteria_1	Gammaproteobacteria	Cardiobacteriales	Cardiobacteriaceae		
G000015405	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium rhodesiae
G000015445	Bacteria	Proteobacteria_1	Alphaproteobacteria	Hyphomicrobiales_1	Bartonellaceae	Bartonella	Bartonella bacilliformis
G000015505	Bacteria	Proteobacteria_1	Betaproteobacteria_1	Burkholderiales	Comamonadaceae	Polaromonas	
G000015565	Bacteria	Proteobacteria_1	Betaproteobacteria_1	Burkholderiales	Comamonadaceae	Verminephrobacter	
G000015585	Bacteria	Proteobacteria_1	Gammaproteobacteria	Chromatiales_1	Ectothiorhodospiraceae		
G000015645	Bacteria	Cyanobacteria		Synechococcales_1	Prochlorococcaceae	Prochlorococcus	Prochlorococcus marinus
G000015665	Bacteria	Cyanobacteria		Synechococcales_1	Prochlorococcaceae	Prochlorococcus	Prochlorococcus marinus
G000015685	Bacteria	Cyanobacteria		Synechococcales_1	Prochlorococcaceae	Prochlorococcus	Prochlorococcus marinus
G000015705	Bacteria	Cyanobacteria		Synechococcales_1	Prochlorococcaceae	Prochlorococcus	Prochlorococcus marinus
G000015725	Bacteria	Proteobacteria_1	Betaproteobacteria_1	Burkholderiales			
G000015745	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_1	Bacillaceae_1	Geobacillus	Geobacillus subterraneus
G000015765	Archaea	Euryarchaeota_1	Methanomicrobia	Methanomicrobiales	Methanocorpusculaceae	Methanocorpusculum	
G000015805	Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Pyrobaculum	
G000015825	Archaea	Euryarchaeota_1	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae_1	Methanoculleus	
G000015865	Bacteria	Firmicutes_2	Clostridia_1	Eubacteriales_1	Oscillospiraceae_2	Acetivibrio	
G000015885	Bacteria	Proteobacteria_1	Gammaproteobacteria	Pasteurellales	Pasteurellaceae		
G000015945	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales_1	Desulfurococcaceae_1	Staphylothermus	
G000015965	Bacteria	Cyanobacteria		Synechococcales_1	Prochlorococcaceae	Prochlorococcus	Prochlorococcus marinus
G000016065	Bacteria	Proteobacteria_1	Gammaproteobacteria	Alteromonadales_2	Shewanellaceae	Shewanella	
G000016085	Bacteria	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae		
G000016165	Bacteria	Firmicutes_4	Clostridia_3	Eubacteriales_5	Peptococcaceae_3	Desulfotomaculum	
G000016185	Bacteria	Proteobacteria_1	Alphaproteobacteria	Rhodospirillales	Azospirillaceae		
G000016285	Bacteria	Proteobacteria_1	Alphaproteobacteria	Hyphomicrobiales_1	Rhizobiaceae		
G000016325	Bacteria	Proteobacteria_1	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae_1	Enterobacter	
G000016345	Bacteria	Proteobacteria_1	Betaproteobacteria_1	Burkholderiales	Burkholderiaceae	Polynucleobacter	
G000016385	Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Pyrobaculum	
G000016405	Bacteria	Proteobacteria_1	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Cereibacter	Cereibacter sphaeroides
G000016425	Bacteria	Actinobacteria	Actinomycetia	Micromonosporales	Micromonosporaceae	Salinispora	
G000016505	Bacteria	Firmicutes_2	Clostridia_2	Eubacteriales_2	Clostridiaceae_1	Clostridium	
G000016525	Archaea	Euryarchaeota_2	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	Methanobrevibacter smithii
G000016545	Bacteria	Firmicutes_2	Clostridia_5	Thermoanaerobacterales_1	Thermoanaerobacterales Family III. Incertae Sedis	Caldicellulosiruptor	
G000016565	Bacteria	Proteobacteria_1	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	
G000016605	Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Metallosphaera	Metallosphaera sedula
G000016645	Bacteria	Bacteroidetes_1	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	
G000016665	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	Roseiflexus	
G000016705	Bacteria	Chloroflexi	Dehalococcoidia	Dehalococcoidales	Dehalococcoidaceae	Dehalococcoides	Dehalococcoides mccartyi
G000016745	Bacteria	Proteobacteria_3	Deltaproteobacteria_1	Desulfuromonadales	Geobacteraceae	Geobacter	
G000016765	Bacteria	Proteobacteria_1	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae_1	Rhizorhabdus	Rhizorhabdus wittichii
G000016785	Bacteria	Thermotogae	Thermotogae	Thermotogales	Thermotogaceae	Thermotoga	
G000016825	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Lactobacillaceae	Limosilactobacillus	
G000016885	Bacteria	Proteobacteria_1	Gammaproteobacteria	Moraxellales	Moraxellaceae	Psychrobacter	
G000016905	Bacteria	Thermotogae	Thermotogae	Thermotogales	Fervidobacteriaceae	Thermosipho	
G000016985	Bacteria	Firmicutes_2	Clostridia_4	Eubacteriales_3	Clostridiaceae_2	Alkaliphilus	
G000017005	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Streptococcaceae	Streptococcus	
G000017045	Bacteria	Firmicutes_2	Clostridia_2	Eubacteriales_2	Clostridiaceae_1	Clostridium	
G000017105	Bacteria	Proteobacteria_1	Gammaproteobacteria	Legionellales	Coxiellaceae	Coxiella	Coxiella burnetii
G000017145	Bacteria	Proteobacteria_1	Alphaproteobacteria	Hyphomicrobiales_1	Rhizobiaceae	Sinorhizobium	
G000017165	Archaea	Euryarchaeota_2	Methanococci	Methanococcales	Methanococcaceae	Methanococcus	
G000017185	Archaea	Euryarchaeota_2	Methanococci	Methanococcales	Methanococcaceae		
G000017225	Archaea	Euryarchaeota_2	Methanococci	Methanococcales	Methanococcaceae	Methanococcus	Methanococcus maripaludis
G000017245	Bacteria	Proteobacteria_1	Gammaproteobacteria	Pasteurellales	Pasteurellaceae		
G000017265	Bacteria	Proteobacteria_1	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	
G000017305	Bacteria	Actinobacteria	Actinomycetia	Kineosporiales	Kineosporiaceae		
G000017405	Bacteria	Proteobacteria_1	Alphaproteobacteria	Hyphomicrobiales_1	Brucellaceae	Brucella	Brucella anthropi
G000017425	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_1	Bacillaceae_1	Bacillus_2	
G000017465	Bacteria	Proteobacteria_2	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	
G000017505	Bacteria	Proteobacteria_4	Deltaproteobacteria_4	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter	
G000017545	Bacteria	Thermotogae	Thermotogae	Thermotogales	Fervidobacteriaceae	Fervidobacterium	
G000017565	Bacteria	Proteobacteria_1	Alphaproteobacteria	Hyphomicrobiales_2	Parvibaculaceae		
G000017585	Bacteria	Proteobacteria_2	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	
G000017625	Archaea	Euryarchaeota_1	Methanomicrobia	Methanomicrobiales	Methanoregulaceae	Methanoregula	
G000017645	Bacteria	Proteobacteria_1	Alphaproteobacteria	Hyphomicrobiales_1	Xanthobacteraceae	Xanthobacter	
G000017685	Bacteria	Spirochaetes	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira	
G000017705	Bacteria	Proteobacteria_1	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	
G000017785	Bacteria	Proteobacteria_1	Gammaproteobacteria	Thiotrichales_1	Francisellaceae	Francisella	Francisella tularensis
G000017805	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	Roseiflexus	
G000017845	Bacteria	Cyanobacteria		Chroococcales_1	Aphanothecaceae_1	Crocosphaera	Crocosphaera subtropica
G000017865	Bacteria	Thermotogae	Thermotogae	Thermotogales	Thermotogaceae	Pseudothermotoga	Pseudothermotoga lettingae
G000017945	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales_4	Desulfurococcaceae_3	Ignicoccus	
G000018025	Bacteria	Proteobacteria_1	Gammaproteobacteria	Alteromonadales_2	Shewanellaceae	Shewanella	
G000018105	Bacteria	Cyanobacteria		Synechococcales_5	Acaryochloridaceae	Acaryochloris	
G000018145	Bacteria	Proteobacteria_1	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae		
G000018205	Bacteria	Proteobacteria_1	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	
G000018245	Bacteria	Proteobacteria_1	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	Rickettsia bellii
G000018265	Bacteria	Actinobacteria	Actinomycetia	Micromonosporales	Micromonosporaceae	Salinispora	
G000018285	Bacteria	Proteobacteria_1	Gammaproteobacteria	Alteromonadales_2	Shewanellaceae	Shewanella	
G000018305	Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Caldivirga	
G000018325	Bacteria	Firmicutes_2	Clostridia_4	Eubacteriales_3	Clostridiaceae_2	Alkaliphilus	
G000018365	Archaea	Euryarchaeota_3	Thermococci	Thermococcales	Thermococcaceae	Thermococcus_1	
G000018405	Bacteria	Proteobacteria_6	Deltaproteobacteria_3	Desulfobacterales_1	Desulfobacteraceae		
G000018425	Bacteria	Firmicutes_4	Clostridia_3	Eubacteriales_5			
G000018465	Archaea	Thaumarchaeota		Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	
G000018485	Archaea	Euryarchaeota_2	Methanococci	Methanococcales	Methanococcaceae	Methanococcus	Methanococcus maripaludis
G000018545	Bacteria	Proteobacteria_1	Alphaproteobacteria	Hyphomicrobiales_1	Rhizobiaceae	Sinorhizobium	
G000018565	Bacteria	Chloroflexi	Chloroflexia	Herpetosiphonales	Herpetosiphonaceae	Herpetosiphon	
G000018605	Bacteria	Thermotogae	Thermotogae	Petrotogales	Petrotogaceae	Petrotoga	Petrotoga mobilis
G000018665	Bacteria	Proteobacteria_1	Betaproteobacteria_1	Burkholderiales	Comamonadaceae	Comamonas	
G000018685	Bacteria	Firmicutes_2	Clostridia_1	Eubacteriales_1	Lachnospiraceae		
G000018785	Bacteria	Tenericutes_1	Mollicutes_1	Acholeplasmatales_1	Acholeplasmataceae	Acholeplasma	
G000018865	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexaceae	Chloroflexus	Chloroflexus aurantiacus
G000018885	Bacteria	Actinobacteria	Actinomycetia	Micrococcales_1	Micrococcaceae		
G000018945	Bacteria	Thermotogae	Thermotogae	Thermotogales	Thermotogaceae	Thermotoga	Thermotoga neapolitana
G000019165	Bacteria	Firmicutes_4	Clostridia_3	Eubacteriales_4	Peptococcaceae_1		
G000019205	Bacteria	Proteobacteria_2	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	
G000019225	Bacteria	Proteobacteria_1	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Cellvibrio	
G000019285	Bacteria	Proteobacteria_1	Gammaproteobacteria	Thiotrichales_1	Francisellaceae	Francisella	
G000019365	Bacteria	Proteobacteria_1	Alphaproteobacteria	Hyphomicrobiales_1	Methylobacteriaceae	Methylobacterium	
G000019405	Bacteria	Proteobacteria_1	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Avibacterium	
G000019485	Bacteria	Cyanobacteria					
G000019525	Bacteria	Proteobacteria_1	Gammaproteobacteria	Alteromonadales_2	Shewanellaceae	Shewanella	
G000019605	Archaea						
G000019665	Bacteria	Verrucomicrobia	Methylacidiphilae	Methylacidiphilales	Methylacidiphilaceae	Methylacidiphilum	
G000019685	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae	Borrelia	Borrelia duttonii
G000019705	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae	Borrelia	Borrelia duttonii
G000019725	Bacteria	Proteobacteria_1	Alphaproteobacteria	Hyphomicrobiales_1	Methylobacteriaceae	Methylorubrum	
G000019745	Bacteria	Proteobacteria_1	Betaproteobacteria_1	Burkholderiales	Burkholderiaceae	Polynucleobacter	
G000019785	Bacteria	Proteobacteria_1	Betaproteobacteria_1	Burkholderiales			
G000019805	Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Pyrobaculum	
G000019845	Bacteria	Proteobacteria_1	Alphaproteobacteria	Hyphomicrobiales_1	Beijerinckiaceae	Beijerinckia	
G000019905	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_6		Exiguobacterium	
G000019945	Bacteria	Proteobacteria_1	Alphaproteobacteria	Hyphomicrobiales_1	Methylobacteriaceae	Methylorubrum	Methylorubrum populi
G000019965	Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae		
G000020005	Bacteria						
G000020025	Bacteria	Cyanobacteria		Nostocales			
G000020045	Bacteria	Proteobacteria_1	Betaproteobacteria_1	Burkholderiales	Burkholderiaceae	Paraburkholderia	
G000020145	Bacteria	Elusimicrobia					
G000020165	Bacteria	Firmicutes_2	Clostridia_2	Eubacteriales_2	Clostridiaceae_1	Clostridium	
G000020205	Bacteria	Proteobacteria_1	Betaproteobacteria_1	Burkholderiales	Burkholderiaceae	Ralstonia	
G000020225	Bacteria	Verrucomicrobia	Verrucomicrobiae_1	Verrucomicrobiales_1	Akkermansiaceae	Akkermansia	Akkermansia muciniphila
G000020305	Bacteria	Proteobacteria_1	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Anaplasma	Anaplasma marginale
G000020365	Bacteria	Proteobacteria_6	Deltaproteobacteria_3	Desulfobacterales_1	Desulfobacteraceae		
G000020385	Bacteria	Proteobacteria_3	Deltaproteobacteria_1	Desulfuromonadales	Geobacteraceae		
G000020465	Bacteria	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae		
G000020485	Bacteria	Firmicutes_6	Clostridia_6	Halanaerobiales	Halanaerobiaceae	Halothermothrix	
G000020505	Bacteria	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	Chlorobaculum	
G000020525	Bacteria	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae		
G000020545	Bacteria	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae		
G000020565	Bacteria	Bacteroidetes_1	Cytophagia	Cytophagales	Amoebophilaceae		
G000020605	Bacteria	Firmicutes_2	Clostridia_1	Eubacteriales_1	Lachnospiraceae	Roseburia	
G000020625	Bacteria	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae		
G000020645	Bacteria	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae		
G000020685	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	
G000020725	Bacteria	Proteobacteria_3	Deltaproteobacteria_1	Desulfuromonadales	Geobacteraceae	Geobacter	
G000020785	Bacteria	Aquificae	Aquificae	Aquificales	Aquificaceae		
G000020905	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales_1	Desulfurococcaceae_1	Desulfurococcus	Desulfurococcus amylolyticus
G000020945	Bacteria	Coprothermobacterota	Coprothermobacteria	Coprothermobacterales	Coprothermobacteraceae	Coprothermobacter	
G000020965	Bacteria	Dictyoglomi	Dictyoglomia	Dictyoglomales	Dictyoglomaceae	Dictyoglomus	
G000020985	Bacteria	Nitrospirae_1	Thermodesulfovibrionia	Thermodesulfovibrionales	Thermodesulfovibrionaceae	Thermodesulfovibrio	
G000021025	Bacteria	Proteobacteria_1	Betaproteobacteria_3	Neisseriales	Chromobacteriaceae_1		
G000021045	Bacteria	Proteobacteria_1	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	
G000021285	Bacteria	Thermotogae	Thermotogae	Thermotogales	Fervidobacteriaceae	Thermosipho	
G000021325	Bacteria	Proteobacteria_1	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae		
G000021385	Bacteria	Proteobacteria_5	Deltaproteobacteria_2	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio_3	Desulfovibrio vulgaris
G000021485	Bacteria	Proteobacteria_1	Acidithiobacillia	Acidithiobacillales	Acidithiobacillaceae	Acidithiobacillus	Acidithiobacillus ferrooxidans
G000021545	Bacteria	Aquificae	Aquificae	Aquificales	Hydrogenothermaceae	Sulfurihydrogenibium	
G000021565	Bacteria	Aquificae	Aquificae	Aquificales	Hydrogenothermaceae	Persephonella	
G000021645	Bacteria	Dictyoglomi	Dictyoglomia	Dictyoglomales	Dictyoglomaceae	Dictyoglomus	
G000021685	Bacteria	Chloroflexi	Thermomicrobia	Sphaerobacterales			
G000021705	Bacteria	Proteobacteria_1	Gammaproteobacteria	Enterobacterales	Yersiniaceae		
G000021725	Bacteria	Proteobacteria_2	Epsilonproteobacteria	Nautiliales	Nautiliaceae		
G000021745	Bacteria	Proteobacteria_1	Alphaproteobacteria	Hyphomicrobiales_1	Beijerinckiaceae		
G000021805	Bacteria	Cyanobacteria		Chroococcales_1	Aphanothecaceae_1		
G000021825	Bacteria	Cyanobacteria		Chroococcales_1	Aphanothecaceae_2	Gloeothece	
G000021865	Bacteria	Proteobacteria_1	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae		
G000021885	Bacteria	Proteobacteria_1	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Glaesserella	Glaesserella parasuis
G000021905	Bacteria	Proteobacteria_6	Deltaproteobacteria_3	Desulfobacterales_1	Desulfobacteraceae	Desulfatibacillum	Desulfatibacillum aliphaticivorans
G000021925	Bacteria	Firmicutes_4	Clostridia_3	Eubacteriales_4	Peptococcaceae_1	Desulfitobacterium	Desulfitobacterium hafniense
G000021945	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexaceae	Chloroflexus	
G000021965	Archaea	Euryarchaeota_1	Methanomicrobia	Methanomicrobiales	Methanoregulaceae		
G000021985	Bacteria	Proteobacteria_1	Gammaproteobacteria	Chromatiales_1	Ectothiorhodospiraceae		
G000022005	Bacteria	Proteobacteria_1	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	Caulobacter vibrioides
G000022025	Bacteria	Actinobacteria	Actinomycetia	Micrococcales_1	Micrococcaceae	Pseudarthrobacter	Pseudarthrobacter phenanthrenivorans
G000022045	Bacteria	Cyanobacteria		Pseudanabaenales_3	Thermosynechococcaceae		
G000022065	Bacteria	Firmicutes_2	Clostridia_1	Eubacteriales_1	Oscillospiraceae_2	Ruminiclostridium	
G000022085	Bacteria	Proteobacteria_1	Alphaproteobacteria	Hyphomicrobiales_1	Methylobacteriaceae	Methylobacterium	
G000022125	Bacteria	Proteobacteria_5	Deltaproteobacteria_2	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio_2	Desulfovibrio desulfuricans
G000022145	Bacteria	Proteobacteria_4	Deltaproteobacteria_4	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter	
G000022185	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexaceae	Chloroflexus	Chloroflexus aurantiacus
G000022205	Archaea	Euryarchaeota_1	Halobacteria	Haloferacales	Halorubraceae	Halorubrum	
G000022265	Bacteria	Proteobacteria_3	Deltaproteobacteria_1	Desulfuromonadales	Geobacteraceae	Geobacter	
G000022305	Bacteria	Proteobacteria_1	Betaproteobacteria_1	Burkholderiales	Comamonadaceae		
G000022325	Bacteria	Firmicutes_2	Clostridia_5	Thermoanaerobacterales_1	Thermoanaerobacterales Family III. Incertae Sedis	Caldicellulosiruptor	
G000022365	Archaea	Euryarchaeota_3	Thermococci	Thermococcales	Thermococcaceae	Thermococcus_1	
G000022385	Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus_2	Sulfolobus islandicus
G000022405	Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus_2	Sulfolobus islandicus
G000022425	Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus_2	Sulfolobus islandicus
G000022445	Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus_2	Sulfolobus islandicus
G000022465	Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus_2	Sulfolobus islandicus
G000022485	Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus_2	Sulfolobus islandicus
G000022525	Bacteria	Proteobacteria_1	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Neorickettsia	
G000022545	Archaea	Euryarchaeota_3	Thermococci	Thermococcales	Thermococcaceae	Thermococcus_2	Thermococcus sibiricus
G000022565	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Acidobacterium	
G000022605	Bacteria	Bacteroidetes_1	Flavobacteriia	Flavobacteriales	Blattabacteriaceae	Blattabacterium	
G000022725	Bacteria	Proteobacteria_1	Alphaproteobacteria	Hyphomicrobiales_1	Bartonellaceae	Bartonella	
G000022885	Bacteria	Proteobacteria_1	Gammaproteobacteria	Enterobacterales	Hafniaceae		
G000022905	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium aurimucosum
G000022965	Bacteria	Actinobacteria	Actinomycetia	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	
G000023025	Bacteria	Proteobacteria_1	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Teredinibacter	Teredinibacter turnerae
G000023065	Bacteria	Proteobacteria_1	Gammaproteobacteria	Aeromonadales_2	Aeromonadaceae		
