	kingdom	phylum	class	order	family	genus	species
N5990							
N5991							
N5992							
N5993						Faecalibacterium	
N5994							
N5995							
N5996							
N5998							
N5999							
N6000							
N6001							
N6002							
N6003							
N6004							
N6005						Butyrivibrio_1	
N6006							
N6007							
N6008							
N6009							
N6010							
N6011							
N6012							
N6013							
N6014							
N6015							
N6016							
N6017							
N6018							
N6019							
N6020							
N6021							
N6023							
N6024							
N6025							
N6026							
N6027							
N6028						Saccharibacillus	
N6029							
N6030							
N6031							
N6032							
N6033							
N6034							
N6035							
N6036							
N6037							
N6038							
N6039							
N6040							
N6041							
N6042							Faecalibaculum rodentium
N6043							
N6044							
N6045						Alteribacillus	
N6046							
N6047							
N6048							Alkalihalobacillus clausii
N6049							
N6050							
N6051							
N6052							
N6053							
N6054						Gracilibacillus	
N6055							
N6056							
N6057						Lentibacillus	
N6058						Oceanobacillus	
N6059						Virgibacillus	
N6060							
N6061							
N6062							
N6063							
N6064						Paenisporosarcina	
N6065							
N6066						Lysinibacillus	
N6067							
N6068							
N6069							
N6070							
N6072							
N6073							
N6074							
N6075							
N6076							
N6077							
N6078							
N6079							
N6080							
N6081							
N6082							
N6083							
N6084							
N6085							
N6086							
N6087							
N6088							
N6089							
N6090							
N6091							
N6092							
N6093							
N6094							
N6095							Latilactobacillus sakei
N6096							
N6097							
N6098							
N6099							
N6100							
N6101							
N6102							
N6103							
N6104							
N6106							
N6107							
N6108							
N6109							
N6110						Oenococcus	
N6111							
N6112							
N6113							
N6114							
N6115							
N6117							
N6118							
N6119							
N6120							
N6122							
N6123					Haliscomenobacteraceae		
N6124					Lewinellaceae	Lewinella	
N6125							
N6126							
N6127							
N6128							
N6129							
N6130						Crocinitomix	
N6131							
N6132							
N6133							
N6134					Flavobacteriaceae		
N6135							
N6138							
N6139							
N6140				Bacteroidales_1			
N6141							
N6142							
N6143							
N6144							
N6145							
N6146							
N6147							
N6148							
N6149							
N6150							
N6151							
N6152							
N6153							
N6154							
N6155							
N6156					Syntrophaceae_1		
N6157							Halodesulfovibrio aestuarii
N6158						Lawsonia	
N6159						Desulfovibrio_2	
N6160							
N6161							
N6162							
N6163							
N6164							Thermodesulfobacterium commune
N6165							
N6166							
N6167							
N6168							Desulfatibacillum aliphaticivorans
N6169						Desulfosarcina	
N6170							
N6171							
N6172							
N6173							Rickettsia tamurae
N6174							
N6175							
N6176						Roseomonas	
N6177							
N6178							
N6179							
N6180						Terasakiella	
N6181							
N6182							
N6183							
N6184							
N6185							
N6186							
N6187					Thalassobaculaceae	Candidatus Endolissoclinum	
N6188							
N6189							
N6190					Sphingomonadaceae_1		
N6191							
N6192					Rhodobacteraceae		
N6193							
N6194				Maricaulales			
N6195				Hyphomonadales	Hyphomonadaceae		
N6196							
N6197							
N6198							
N6199					Hyphomicrobiaceae		
N6200							
N6201							
N6202							
N6203							
N6204							
N6205							
N6206							
N6207							
N6208							Nitrosomonas communis
N6209							
N6210							
N6211							
N6212						Taylorella	
N6213						Oligella	
N6214						Pusillimonas (ex Stolz et al. 2005)	
N6215							
N6216						Massilia	
N6217						Janthinobacterium	
N6218							
N6219							
N6220							
N6221							
N6222							
N6223							
N6224							
N6225							
N6226							
N6227							
N6228							
N6229							
N6230							
N6231							
N6232							
N6233							
N6234						Thiothrix	
N6235							
N6236						Thioalkalivibrio	
N6237							
N6238							
N6239							Methylophaga thiooxydans
N6240							
N6241							
N6242					Methylococcaceae		
N6243							
N6244							
N6245							
N6246						Sedimenticola	
N6247							
N6248							Candidatus Thiodiazotropha endoloripes
N6249							
N6250							Hydrogenovibrio marinus
N6251							
N6252							
N6254							
N6255							
N6256							Rickettsiella grylli
N6257							
N6258							
N6259						Coxiella	
N6260							
N6261							
N6262							
N6263							
N6264							
N6265							
N6266							
N6268							
N6269							
N6270							
N6271							
N6272							
N6273							
N6274							
N6275				Oceanospirillales_3	Endozoicomonadaceae		
N6276				Pseudomonadales	Pseudomonadaceae	Pseudomonas	
N6277							
N6278							
N6279							
N6280							
N6281							
N6282							
N6283							
N6284						Thalassotalea	
N6285							
N6286							
N6287					Pseudoalteromonadaceae		
N6288						Ruminobacter	
N6289							
N6290							Succinivibrio dextrinosolvens
N6291					Ferrimonadaceae	Ferrimonas	
N6292					Shewanellaceae	Shewanella	
N6293							
N6294							
N6295							
N6296							
N6298							
N6299							
N6300							
N6301							
N6302							
N6303							
N6304							
N6305							
N6306							
N6307							
N6309							
N6310							
N6312							
N6313							
N6314							
N6315							
N6316							
N6317							
N6318							
N6319							
N6320							
N6321							
N6322							
N6324					Aphanothecaceae_1		
N6325							
N6326							
N6327							
N6328							Richelia intracellularis
N6329							
N6330						Scytonema	
N6331					Chlorogloeopsidaceae	Chlorogloeopsis	
N6332					Hapalosiphonaceae	Fischerella	
N6333							
N6334							
N6335							
N6336					Aphanizomenonaceae		
N6337							
N6338							
N6339							
N6340						Micromonospora	
N6341							
N6342						Actinoplanes	
N6343						Actinokineospora	
N6344						Kutzneria	
N6345							
N6346						Thermocrispum	
N6347						Amycolatopsis	
N6348							
N6349							
N6350							
N6351							Corynebacterium falsenii
N6352							
N6353							
N6354							
N6355							
N6356							
N6357							
N6358							
N6359							
N6360							
N6361							
N6362						Williamsia	
N6363							
N6364							
N6365					Nocardiaceae_1		
N6366						Propionibacterium	
N6367							
N6368							
N6369							
N6370							
N6371							
N6372							
N6373							
N6374							
N6375						Streptosporangium	
N6376							
N6377							
N6378							
N6379							
N6380							
N6381							
N6382							
N6383							
N6384						Phycicoccus	
N6385							
N6386							
N6387						Arthrobacter	
N6388							
N6389						Leucobacter	
N6390							
N6391						Jonesia	
N6392							
N6393							
N6394							
N6395							
N6396							
N6397							
N6398							
N6399							
N6400							
N6401							
N6402						Actinotignum	
N6403						Actinobaculum	
N6404							
N6405							
N6406							
N6407							
N6408							
N6409							
N6410							
N6411							
N6412							
N6413							
N6414							Clostridium pasteurianum
N6415							
N6416							
N6417							
N6418							
N6419							
N6420							
N6421							
N6422							
N6423							
N6424							
N6425							Enterocloster citroniae
N6426							
N6427							
N6428							
N6429							
N6430							
N6431							
N6432							
N6433							
N6434							
N6435							
N6436							
N6437							Pseudobutyrivibrio ruminis
N6438							
N6439							
N6440							
N6441						Blautia	
N6442							
N6443							
N6444							
N6445							
N6447							Brevibacillus brevis
N6448							
N6449							
N6450							
N6451							
N6452							
N6453							
N6454							
N6455							
N6456							
N6457							
N6458							
N6459							
N6461							Faecalitalea cylindroides
N6462							
N6463						Salibacterium	
N6464							
N6465							
N6466							
N6467							
N6468							
N6469							
N6470							
N6471							
N6472							
N6473							
N6474						Kurthia	
N6475							
N6476						Ureibacillus	
N6477							
N6478							
N6479							
N6480						Priestia	
N6481							
N6482						Bacillus_1	
N6483							
N6484							
N6485							
N6486							
N6487							
N6488							
N6489							
N6490							
N6491							
N6492							
N6493							
N6494							
N6495							Enterococcus faecalis
N6496							
N6497							
N6498							Streptococcus suis
N6499							
N6500							
N6501							
N6502							
N6503							
N6504							
N6505							Latilactobacillus curvatus
N6506							
N6507							
N6508							
N6509							Schleiferilactobacillus harbinensis
N6510						Bombilactobacillus	
N6511						Companilactobacillus	
N6512							
N6513							
N6514							
N6515							
N6516							
N6517							
N6518							
N6519							
N6520							
N6521							
N6522						Leuconostoc	
N6523							Oenococcus oeni
N6524							
N6525							
N6526							
N6527							
N6528						Furfurilactobacillus	
N6529							
N6530						Lactiplantibacillus	
N6531							
N6532							
N6533							Rhodopirellula europaea
N6534							Rhodopirellula baltica
N6535							
N6536							
N6537							
N6538							
N6539							
N6540						Chitinophaga	
N6541							
N6542							
N6543							
N6544						Pedobacter_2	
N6545							
N6546					Bernardetiaceae		
N6547							
N6548							
N6549							
N6550							
N6551							
N6552					Blattabacteriaceae		
N6553					Weeksellaceae		
N6554							
N6555							
N6556							
N6557							
N6558							
N6559							
N6560							
N6561				Bacteroidales_3			
N6562				Marinilabiliales			
N6564							
N6565							
N6566							
N6567							
N6568							
N6569						Geoalkalibacter	
N6570							
N6571							
N6572							
N6573							
N6574							
N6575							
N6576							
N6577							
N6578							
N6579							
N6580							
N6581							
N6582							
N6583							
N6584							
N6585							Lawsonia intracellularis
N6586							
N6587							
N6588							
N6589							
N6590							
N6591							
N6592							
N6593							
N6594							
N6595							
N6596							
N6597							
N6598							
N6599							
N6600							
N6601							
N6602							
N6603							
N6604							
N6605							
N6606							
N6607						Rhizorhabdus	
N6608						Sphingomonas	
N6609					Sphingomonadaceae_3	Sphingobium	
N6610							
N6611							
N6612							
N6613							
N6614					Roseobacteraceae		
N6615					Robiginitomaculaceae		
N6616					Maricaulaceae		
N6617						Hirschia	
N6618							
N6619							
N6620						Asticcacaulis	
N6621						Brevundimonas	
N6622							
N6623							
N6624							
N6625							
N6626						Chromobacterium	
N6627							
N6628							
N6629							
N6630							
N6631							Nitrosomonas marina
N6632							Nitrosomonas ureae
N6633							Oligella urethralis
N6634							
N6635							
N6636							
N6637							
N6638							
N6640						Noviherbaspirillum	
N6641							
N6642						Cupriavidus	
N6643						Ralstonia	
N6644							
N6645						Aquabacterium	
N6646							
N6647							
N6648							
N6649						Serpentinomonas	
N6650						Hydrogenophaga	
N6652							
N6653						Solimonas	
N6654							
N6655						Arenimonas	
N6656							
N6657							
N6658						Spiribacter	
N6659							
N6660							
N6661							
N6662							
N6663							
N6664							
N6665							
N6666							
N6667						Thiohalocapsa	
N6668							
N6669							
N6670							
N6671							
N6672							
N6673							
N6674							Francisella orientalis
N6675							Francisella tularensis
N6676							
N6677							
N6678							
N6679							
N6680							
N6681							
N6682							
N6683							
N6685							
N6686						Legionella_1	
N6687							
N6688							
N6689							
N6690							
N6691							
N6692							Moraxella catarrhalis
N6693							
N6694					Spongiibacteraceae		
N6695					Halieaceae		
N6696							
N6697							
N6698						Endozoicomonas	
N6699							
N6700							
N6701					Oceanospirillaceae_3	Oceanospirillum	
N6702							
N6703							
N6704							
N6705							
N6706							
N6707							
N6708							Catenovulum agarivorans
N6709							
N6710							
N6711							Thalassotalea crassostreae
N6712							
N6713							
N6714						Pseudoalteromonas	
N6715							
N6716							
N6717							
N6718							
N6719							
N6720				Alteromonadales_3			
N6721				Aeromonadales_2	Aeromonadaceae		
N6722				Vibrionales	Vibrionaceae		
N6723							
N6726							
N6728							
N6729							
N6730							
N6731							
N6733							
N6734							
N6735							
N6736							
N6737							
N6738							
N6740							
N6741							
N6742							
N6743							
N6744							
N6745							
N6746							
N6749							
N6750							
N6751					Aphanothecaceae_2	Gloeothece	
N6752					Microcystaceae	Microcystis	Microcystis aeruginosa
N6753							
N6754							
N6755							Chlorogloeopsis fritschii
N6756							Fischerella muscicola
N6757							
N6758							
N6759							
N6760						Anabaena	
N6761						Cylindrospermopsis	
N6762							Bellilinea caldifistulae
N6763							
N6764							
N6765							
N6766						Salinispora	
N6767							
N6768							
N6769							
N6770							
N6771							
N6772							
N6773							
N6774							
N6775							
N6776							
N6777							
N6778							
N6779							
N6780							
N6781							
N6782							
N6783							
N6784							
N6785							
N6786							
N6787							
N6788							
N6789							
N6790							
N6791							
N6792							
N6793							
N6794						Rhodococcus	
N6795							
N6796							
N6797						Acidipropionibacterium	
N6798						Cutibacterium	
N6799							
N6800							
N6801							
N6802							
N6803							
N6804							
N6805							
N6806							
N6807							
N6808							
N6809							
N6810							
N6811							
N6812							
N6813							
N6814							
N6815							
N6816							
N6817							
N6818							
N6819							
N6820							
N6821							
N6822							
N6823							
N6824							
N6825							
N6826							
N6827							
N6828							
N6829							Actinotignum schaalii
N6830							Actinobaculum suis
N6831							
N6832							
N6833							
N6834							
N6835						Winkia	Winkia neuii
N6836						Gleimia	
N6837							
N6838							
N6839							Clostridium magnum
N6840							
N6841							
N6842							
N6843							
N6844							
N6845							
N6846							
N6847							
N6848							
N6849							
N6850							
N6851							
N6852							
N6853							
N6854							
N6855							
N6856							
N6857							
N6858							
N6859						Mediterraneibacter	
N6860							
N6861							
N6862							
N6863							
N6864							
N6865							
N6866							
N6867							
N6868							
N6869							
N6870							
N6871							
N6872							
N6873							Paenibacillus massiliensis
N6874							
N6875							
N6876							
N6877							
N6878							
N6879							
N6880							
N6881							
N6882						Amphibacillus	
N6883							
N6884							
N6885							
N6886							
N6887							
N6888							
N6889							
N6890							
N6891						Parageobacillus	
N6892						Geobacillus	Geobacillus subterraneus
N6893							
N6894							
N6895							
N6896							
N6897							
N6898							
N6899							
N6900							
N6901							
N6902							
N6903							
N6904							Staphylococcus capitis
N6905							Staphylococcus epidermidis
N6906							
N6908							
N6909							Enterococcus asini
N6910						Tetragenococcus	
N6911							
N6912							
N6913							
N6914							
N6915							
N6916							
N6917							
N6918							
N6919							
N6920							
N6921							
N6922							
N6923							
N6924							Lacticaseibacillus thailandensis
N6925							Lacticaseibacillus pantheris
N6926							
N6927							
N6928							
N6929							
N6930							
N6931							
N6932						Lactobacillus	
N6933							Liquorilactobacillus sucicola
N6934							
N6935							
N6936							
N6937							
N6938							
N6939							
N6940						Fructobacillus	
N6941							
N6942							
N6943							
N6944						Paucilactobacillus	
N6945						Limosilactobacillus	
N6946							
N6947							
N6948							
N6949							
N6950							
N6951							
N6952							
N6953							
N6954							
N6955							
N6956							
N6957							
N6958							
N6959						Olivibacter	
N6960						Sphingobacterium	
N6961							
N6962							
N6963							
N6964						Pedobacter_1	
N6965					Flammeovirgaceae		
N6966							
N6967							
N6968							
N6969						Fluviicola	
N6970							
N6971						Blattabacterium	
N6972							
N6973							
N6975							
N6976							
N6977							
N6978							
N6979							
N6980							
N6981							
N6982					Rikenellaceae		
N6983					Odoribacteraceae		
N6984					Marinilabiliaceae		
N6985							
N6986							
N6987					Paludibacteraceae		
N6988							
N6989							
N6990							
N6991							
N6992							
N6993							
N6994						Desulfuromonas	
N6995							
N6996							
N6997							
N6998							
N6999							
N7000							
N7001							
N7002							
N7003							
N7004							
N7005						Smithella	
N7006							
N7007							
N7008							Desulfovibrio desulfuricans
N7009							
N7010							
N7011						Pseudodesulfovibrio	
N7012							
N7013							
N7014							
N7015							
N7016							
N7017							
N7018							
N7019							
N7020							
N7021						Acidocella	
N7022						Acidiphilium	
N7023						Commensalibacter	
N7024							
N7025							
N7026							
N7027							
N7028							
N7029							
N7030							
N7031							
N7032							
N7033							
N7034					Sphingomonadaceae_4	Sphingopyxis	
N7035							
N7036							
N7037							
N7038							
N7039							
N7040							
N7041							
N7042							
N7043						Phenylobacterium	
N7044						Caulobacter	
N7045							
N7046							
N7047							
N7048							
N7049							
N7050							
N7051							
N7052							
N7054							
N7055							
N7056							
N7057							
N7058							
N7059							
N7060							
N7061							
N7062							
N7063							
N7064							
N7065							
N7066							
N7067							
N7068							
N7069							
N7070							
N7071							
N7072						Ottowia	
N7073							
N7074						Luteibacter	
N7075							
N7076							
N7077							
N7078						Lysobacter	
N7079							
N7080							
N7081							
N7082							
N7083							
N7084							
N7085							
N7086						Methylomonas	
N7087						Methylotuvimicrobium	
N7088							
N7089							
N7090							
N7091							
N7093							
N7094							
N7095							
N7096							
N7097							Coxiella burnetii
N7098							
N7099							
N7100							
N7101							
N7102							
N7103							
N7104							
N7105							
N7106							
N7107							
N7108							
N7109							
N7110							
N7111							
N7112							Moraxella nonliquefaciens
N7113							
N7114							
N7115							
N7116							
N7117							
N7118							
N7119							
N7120					Microbulbiferaceae	Microbulbifer	
N7121					Cellvibrionaceae		
N7122							
N7123							Endozoicomonas elysicola
N7124							
N7125							
N7126							
N7127					Oceanospirillaceae_2		
N7128					Halomonadaceae		
N7129					Hahellaceae	Hahella	
N7130					Marinobacteraceae	Marinobacter	
N7131							
N7132					Oceanospirillaceae_1		
N7133							
N7134						Paraglaciecola	
N7135							
N7136						Colwellia	
N7137							
N7138							
N7139							
N7140							
N7141							
N7142							
N7143					Alteromonadaceae_2		
N7144							
N7145							
N7146							
N7147							
N7148							
N7149				Pasteurellales	Pasteurellaceae		
N7150							
N7151							
N7152							
N7153							
N7154							
N7155							
N7156							
N7157							
N7158							
N7159							
N7160							
N7162							
N7163							
N7164							
N7165							
N7167							
N7168							
N7169							
N7170							
N7172						Candidatus Atelocyanobacterium	Candidatus Atelocyanobacterium thalassa
N7173						Crocosphaera	
N7174							
N7175							
N7176							
N7177							
N7178							
N7179							
N7180							
N7181							
N7182							
N7183							Cylindrospermopsis raciborskii
N7184							
N7185							
N7186							
N7187							
N7188						Saccharothrix	
N7189						Lentzea	
N7190							
N7191						Saccharomonospora	
N7192							
N7193							
N7194							
N7195							
N7196							
N7197							
N7198							
N7199							Mycobacterium heraklionense
N7200							
N7201							
N7202							
N7203							
N7204							
N7205							
N7206							
N7207							
N7208							
N7209							
N7210							
N7211							
N7212							
N7213							
N7214							
N7215							
N7216							
N7217							
N7218							
N7219							
N7220							
N7221							
N7222							
N7223							
N7224							
N7225							
N7226							
N7227							
N7228							
N7229						Knoellia	
N7230						Glutamicibacter	
N7231							
N7232							
N7233							
N7234							
N7235						Microbacterium	
N7236							
N7237							
N7238							
N7239							
N7240							
N7241							
N7242							
N7243							
N7244							
N7245							
N7246						Varibaculum	
N7247							
N7248							
N7249							
N7250							
N7251							
N7252							
N7253						Anaerotruncus	
N7254							
N7255							
N7256							
N7257							Enterocloster clostridioformis
N7258							
N7259							
N7260							
N7261							
N7262							
N7263							
N7264							
N7265							
N7266							
N7267							
N7268						Faecalicatena	
N7269							
N7270							
N7271						Dorea	
N7272							
N7273							
N7274							
N7275							
N7276							
N7277							
N7278							
N7279							
N7280							
N7281							
N7282							
N7284							
N7285							
N7286							
N7287							
N7288							
N7289							
N7290							
N7291							
N7292							
N7293							
N7294							
N7295							
N7296							
N7297							
N7298							
N7299							
N7300							
N7301						Weizmannia	
N7302							
N7303						Jeotgalibacillus	
N7304							
N7305							
N7306						Peribacillus	
N7307							
N7308							
N7309							
N7310							
N7312							
N7313							
N7314							
N7315							
N7316							
N7317							
N7318							
N7319							
N7320							
N7321							
N7322							
N7323							
N7324							
N7325							
N7326							
N7327							Companilactobacillus versmoldensis
N7328							
N7329							
N7330							
N7331							
N7332							
N7333							Ligilactobacillus ruminis
N7334							
N7335							
N7336							Weissella halotolerans
N7337							Weissella ceti
N7338							
N7339							
N7340							
N7341							
N7342							
N7343							
N7344							
N7345							
N7346							
N7347						Levilactobacillus	
N7348						Secundilactobacillus	
N7349						Lentilactobacillus	
N7350							
N7351							
N7352							
N7353							
N7354							
N7355							
N7356							Candidatus Kryptonium thompsoni
N7357							
N7358							
N7359							
N7360							
N7361							
N7362							
N7363							Pedobacter glucosidilyticus
N7364							
N7365						Mucilaginibacter	
N7366							
N7367							
N7368						Flammeovirga	
N7369							
N7370					Cytophagaceae_2		
N7371					Hymenobacteraceae		
N7372							
N7373					Cytophagaceae_1		
N7374							
N7375							
N7376							
N7377							
N7378							
N7379							
N7380							
N7381						Capnocytophaga	
N7382							
N7383							
N7384							
N7385							
N7386							
N7387							
N7388							
N7389							
N7390						Alistipes	
N7391							
N7392						Odoribacter	
N7393						Saccharicrinis	
N7394						Anaerophaga	
N7395							
N7396						Paludibacter	
N7397					Porphyromonadaceae	Porphyromonas	Porphyromonas somerae
N7398							
N7399							
N7400							
N7401							
N7402							
N7403							
N7404							
N7405							
N7406							
N7407							
N7408							
N7409							
N7410							
N7411							
N7412							
N7413							
N7414							
N7415							
N7416					Azospirillaceae		
N7417							
N7418							
N7419							
N7420							
N7421							
N7422							
N7423							
N7424							
N7425							
N7426							
N7428							
N7429							
N7430							
N7431						Paracoccus	
N7432							
N7433							
N7434							
N7435							
N7436							
N7437						Hyphomonas	
N7438							
N7439							Caulobacter vibrioides
N7440							Caulobacter henricii
N7441							
N7442							
N7443						Hyphomicrobium	
N7444					Methylocystaceae_2	Methylopila	
N7445							
N7446					Devosiaceae		
N7447							
N7448							
N7449							
N7450							
N7451						Bordetella	
N7452							
N7453							
N7454							
N7455							
N7456							
N7457							Ralstonia mannitolilytica
N7458							
N7459						Rhizobacter	
N7460							
N7461							
N7462							
N7464							
N7465							
N7466							
N7467							
N7468						Luteimonas	
N7469							
N7470						Pseudoxanthomonas	Pseudoxanthomonas suwonensis
N7471							
N7472						Ectothiorhodospira	
N7473							
N7474							
N7475						Methylobacter	
N7476							
N7477							
N7478							
N7479							
N7480							
N7481							
N7482							
N7483							
N7484							
N7485							
N7486							
N7488							
N7489							
N7490							
N7491							
N7492							
N7493							
N7494						Legionella_3	Legionella longbeachae
N7495						Fluoribacter	
N7496							
N7497							
N7498							
N7499							
N7501							
N7502							
N7503							
N7504							
N7505							
N7506						Spongiibacter	
N7507							
N7508							
N7509							
N7510							
N7511							
N7513							
N7514							
N7515						Candidatus Portiera	
N7516							
N7517							
N7518					Saccharospirillaceae		
N7519							
N7520						Marinomonas	
N7521							
N7522							Idiomarina abyssalis
N7523							
N7524							
N7525							
N7526						Glaciecola	
N7527							
N7528							Colwellia psychrerythraea
N7529							
N7530					Chromatiaceae_2	Rheinheimera	
N7531							
N7532							
N7533							Pseudoalteromonas ruthenica
N7534							
N7535							
N7536							
N7537						Agarivorans	
N7538					Moritellaceae	Moritella	
N7539					Psychromonadaceae	Psychromonas	
N7540						Aeromonas	
N7541							
N7542						Photobacterium	
N7543							
N7545							
N7546							
N7549							
N7550							
N7551							
N7552							
N7553							
N7554							
N7555							
N7556							
N7557							
N7559							
N7560							
N7561							
N7562							
N7563							
N7565							
N7566							Crocosphaera watsonii
N7567							
N7568							
N7569							
N7570							
N7571							
N7572							
N7573							
N7574							
N7575							
N7576							
N7577							
N7578							
N7579							
N7580							
N7581							
N7582							
N7583							
N7584							
N7585							
N7586							
N7587							
N7588							
N7589							
N7590							
N7591							
N7592							
N7593							
N7594							
N7595							
N7596							
N7597							
N7598							
N7599							
N7600							
N7601							
N7602							
N7603							
N7604							Rhodococcus fascians
N7605							
N7606						Nocardia	
N7607							
N7608							
N7609							
N7610							
N7611							
N7612							
N7613							
N7614							
N7615							
N7616							
N7617							
N7618							
N7619							
N7620							
N7621							
N7622							
N7623							
N7624							
N7625							
N7626							
N7627							
N7628							
N7629							
N7630							
N7631							
N7632							
N7633							
N7634							Varibaculum cambriense
N7635							
N7636							
N7637							
N7638							
N7639							
N7640							
N7641							
N7642							
N7643							Ruminococcus flavefaciens
N7644							
N7645							
N7646							
N7647							
N7648							
N7649							
N7650							
N7651							
N7652							
N7654							
N7655							
N7656							
N7657							
N7658							Paenibacillus durus
N7659							
N7660							
N7661							
N7662							Paenibacillus polymyxa
N7664							
N7665							
N7666							
N7667							
N7668							
N7669							Parageobacillus caldoxylosilyticus
N7670							
N7671							
N7672							
N7673							
N7674							
N7675							
N7676						Bacillus_3	
N7677						Domibacillus	
N7678							
N7679						Bacillus_4	Bacillus coahuilensis
N7680						Rossellomorea	
N7681							
N7682							
N7683							
N7684							
N7685							
N7686							
N7687							
N7688							
N7689							Streptococcus mutans
N7690							Streptococcus thermophilus
N7691							Streptococcus sobrinus
N7692							
N7693							
N7694							
N7695							
N7696							Lacticaseibacillus nasuensis
N7697							Lacticaseibacillus rhamnosus
N7698							
N7699							
N7700							
N7701							
N7702							
N7703							
N7704							
N7705							
N7706							Weissella confusa
N7707							
N7708							Fructobacillus pseudoficulneus
N7709							Fructobacillus fructosus
N7710							
N7711							Leuconostoc mesenteroides
N7712							
N7713							
N7714							
N7715							
N7716							
N7717							
N7718							Lactiplantibacillus plantarum
N7719							
N7720							
N7721							
N7722							
N7723							
N7724						Apilactobacillus	
N7725						Fructilactobacillus	
N7726							
N7728							
N7729							
N7730							
N7731							
N7732							
N7733							
N7734							
N7735							
N7736							
N7737							
N7738							
N7739							
N7740							
N7741						Daejeonella	
N7742						Arcticibacter	
N7743							
N7744							
N7745							
N7746							
N7747							
N7748							
N7749							
N7750							
N7751							
N7752							
N7753							
N7754					Microscillaceae		
N7755							
N7756							
N7758							
N7759							
N7760							
N7761							
N7762							
N7763						Riemerella	
N7764							
N7765						Tenacibaculum	
N7766							
N7767							
N7768							
N7769							
N7770							
N7771							
N7772							
N7773							
N7774							
N7775							
N7776							
N7777							
N7778							
N7779							
N7780							
N7781							
N7782							
N7783						Sanguibacteroides	
N7784						Butyricimonas	Butyricimonas synergistica
N7785							
N7786							
N7787							
N7788							
N7789							
N7790					Prolixibacteraceae		
N7791							
N7792							
N7793							
N7794							
N7795					Tannerellaceae		
N7796							
N7797					Barnesiellaceae		
N7798							
N7799					Bacteroidaceae		
N7800							
N7801							
N7802							
N7803							
N7804							
N7805						Syntrophus	
N7806							
N7807							
N7808							
N7809						Desulfobacula	
N7810							
N7811							
N7812						Acetobacter	
N7813							Candidatus Endolissoclinum faulkneri
N7814							
N7815							
N7816							
N7817							
N7818							Rhizorhabdus wittichii
N7820							
N7821							
N7822							
N7823							
N7824							
N7825							
N7826					Sphingomonadaceae_5	Blastomonas	
N7827							
N7828							
N7829							
N7830						Thioclava	
N7831							
N7832							
N7833							
N7834						Jannaschia	
N7835							
N7838						Oceanicaulis	
N7839							
N7840							
N7841							
N7842							
N7843							
N7844							
N7845							
N7846							
N7847							
N7848							
N7849							
N7850							
N7851						Achromobacter	
N7852							
N7853							
N7854							
N7855						Herbaspirillum	
N7856						Burkholderia	
N7858							
N7859							
N7860							
N7861						Limnohabitans	
N7862							
N7863							
N7864							
N7865							
N7866							
N7867							
N7868							
N7869							
N7870							
N7871							
N7872							
N7873							
N7874							
N7875							
N7876							
N7877							
N7878							
N7879							
N7880							
N7881							
N7882							
N7883							
N7884							
N7885							
N7886							
N7888							
N7889							
N7890							Legionella jordanis
N7891							
N7892							
N7893							
N7894							Legionella pneumophila
N7895							Acinetobacter pittii
N7896							
N7897							
N7898							
N7899							
N7900							
N7901							
N7902							
N7903							
N7904							
N7905							
N7906							
N7907							
N7908							
N7909							
N7910							
N7911						Marinospirillum	
N7912							
N7913							
N7914							
N7915							
N7916							
N7917							
N7918							
N7919							
N7920							Idiomarina loihiensis
N7921							
N7922							
N7923							
N7924						Alteromonas	
N7925							
N7926							
N7927					Alteromonadaceae_3	Alishewanella	
N7928					Chromatiaceae_4	Arsukibacterium	
N7929							
N7930							
N7931							
N7932							
N7933							
N7934							
N7935							
N7936							
N7937							
N7938							
N7939							
N7940						Salinivibrio	
N7941							
N7942							
N7943						Aliivibrio	
N7944							
N7945						Gallibacterium	Gallibacterium anatis
N7946							
N7947							
N7949				Enterobacterales			
N7950							
N7951							
N7952							
N7953							
N7954							
N7955							
N7956							
N7957							
N7958							
N7959							
N7960							
N7961							
N7962							Crocosphaera subtropica
N7963							
N7964							
N7965							
N7966							
N7967							
N7968							
N7969							
N7970							
N7971							
N7972							
N7973							
N7974							
N7975							
N7976							
N7977							Corynebacterium callunae
N7978							
N7979							
N7980							
N7981							
N7982							Corynebacterium diphtheriae
N7983							Corynebacterium pseudotuberculosis
N7984							
N7985							
N7986							
N7987							
N7988							
N7989							
N7990							
N7991							
N7992							
N7993							
N7994							
N7995							
N7996							
N7997							
N7998							
N7999							
N8000							
N8001							
N8002							
N8003							
N8004							
N8005							
N8006							
N8007							
N8008							
N8009							
N8010							
N8011							
N8012							
N8013							
N8014							
N8015							
N8016							
N8017							
N8018							
N8019							
N8020							
N8021							
N8022							
N8023							
N8024							
N8025							
N8026							
N8027							
N8028							
N8029							
N8031							
N8032						Schaalia	
N8033							Ruminococcus bicirculans
N8034							
N8035							
N8036							
N8037							
N8038							
N8039							Butyrivibrio hungatei
N8040							
N8041							
N8042							Blautia obeum
N8043							
N8044							
N8045							
N8046							
N8047							
N8048							
N8049							
N8050							
N8051							
N8054							[Clostridium] innocuum
N8055							Bacillus anthracis
N8056							
N8057							
N8058							Priestia megaterium
N8059							
N8060							
N8061							
N8062							
N8063							Weizmannia coagulans
N8064							Bacillus badius
N8065							
N8066							
N8067							
N8068						Mesobacillus	
N8069							
N8070							
N8071							
N8072							
N8073							
