	kingdom	phylum	class	order	family	genus	species
N8353	Bacteria	Actinobacteria	Actinomycetia	Pseudonocardiales_1	Pseudonocardiaceae_1	Saccharomonospora	
N8354	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium	
N8355	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium	
N8356	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium	
N8357	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium	
N8358	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium diphtheriae
N8359	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium diphtheriae
N8360	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium pseudotuberculosis
N8361	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium pseudotuberculosis
N8362	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium rhodesiae
N8363	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium rhodesiae
N8364	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Gordoniaceae	Gordonia	
N8365	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Gordoniaceae	Gordonia	
N8366	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Gordoniaceae	Gordonia	
N8367	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Nocardiaceae_1	Rhodococcus	
N8368	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Nocardiaceae_1	Rhodococcus	
N8369	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Nocardiaceae_1	Rhodococcus	
N8370	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Nocardiaceae_1	Nocardia	
N8371	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Nocardiaceae_1	Nocardia	
N8372	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Nocardiaceae_1	Nocardia	
N8373	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Nocardiaceae_1	Nocardia	
N8374	Bacteria	Actinobacteria	Actinomycetia	Propionibacteriales	Propionibacteriaceae	Cutibacterium	Cutibacterium acnes
N8375	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	
N8376	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	
N8377	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	
N8378	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	
N8379	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	
N8380	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	
N8381	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	
N8382	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	
N8383	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	
N8384	Bacteria	Actinobacteria	Actinomycetia	Micrococcales_2	Intrasporangiaceae_1	Knoellia	
N8385	Bacteria	Actinobacteria	Actinomycetia	Micrococcales_2	Intrasporangiaceae_1	Knoellia	
N8386	Bacteria	Actinobacteria	Actinomycetia	Micrococcales_1	Micrococcaceae	Arthrobacter	
N8387	Bacteria	Actinobacteria	Actinomycetia	Micrococcales_1	Micrococcaceae		
N8388	Bacteria	Actinobacteria	Actinomycetia	Micrococcales_1	Micrococcaceae		
N8390	Bacteria	Actinobacteria	Actinomycetia	Micrococcales_1	Microbacteriaceae	Leucobacter	Leucobacter chromiiresistens
N8391	Bacteria	Actinobacteria	Actinomycetia	Micrococcales_1	Microbacteriaceae	Leucobacter	
N8392	Bacteria	Actinobacteria	Actinomycetia	Micrococcales_1	Microbacteriaceae	Microbacterium	
N8393	Bacteria	Actinobacteria	Actinomycetia	Micrococcales_1	Microbacteriaceae	Microbacterium	
N8394	Bacteria	Actinobacteria	Actinomycetia	Micrococcales_1	Microbacteriaceae		
N8395	Bacteria	Actinobacteria	Actinomycetia	Micrococcales_1	Microbacteriaceae		
N8396	Bacteria	Actinobacteria	Actinomycetia	Micrococcales_1	Microbacteriaceae	Curtobacterium	
N8397	Bacteria	Actinobacteria	Actinomycetia	Micrococcales_1	Microbacteriaceae		
N8398	Bacteria	Actinobacteria	Actinomycetia	Micrococcales_1	Microbacteriaceae		
N8399	Bacteria	Actinobacteria	Actinomycetia	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	
N8400	Bacteria	Actinobacteria	Actinomycetia	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	
N8401	Bacteria	Actinobacteria	Actinomycetia	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	
N8402	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae		
N8403	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Winkia	Winkia neuii
N8404	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Gleimia	
N8405	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae		
N8406	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Schaalia	
N8407	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Schaalia	
N8408	Bacteria	Firmicutes_2	Clostridia_1	Eubacteriales_1	Oscillospiraceae_1	Ruminococcus	
N8409	Bacteria	Firmicutes_2	Clostridia_1	Eubacteriales_1	Oscillospiraceae_1	Ruminococcus	Ruminococcus flavefaciens
N8410	Bacteria	Firmicutes_2	Clostridia_1	Eubacteriales_1	Lachnospiraceae	Butyrivibrio_1	
N8411	Bacteria	Firmicutes_2	Clostridia_1	Eubacteriales_1	Lachnospiraceae	Butyrivibrio_1	
N8412	Bacteria	Firmicutes_2	Clostridia_1	Eubacteriales_1	Lachnospiraceae	Butyrivibrio_1	Butyrivibrio hungatei
N8413	Bacteria	Firmicutes_2	Clostridia_1	Eubacteriales_1	Lachnospiraceae	Butyrivibrio_1	
N8414	Bacteria	Firmicutes_2	Clostridia_1	Eubacteriales_1	Lachnospiraceae	Blautia	Blautia obeum
N8415	Bacteria	Firmicutes_2	Clostridia_1	Eubacteriales_1	Lachnospiraceae	Blautia	Blautia obeum
N8416	Bacteria	Firmicutes_3	Bacilli_2	Bacillales_2	Paenibacillaceae	Paenibacillus_1	
N8417	Bacteria	Firmicutes_3	Bacilli_2	Bacillales_2	Paenibacillaceae	Paenibacillus_1	Paenibacillus polymyxa
N8419	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_1	Bacillaceae_1	Priestia	Priestia megaterium
N8420	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_1	Bacillaceae_1	Priestia	Priestia megaterium
N8421	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_1	Bacillaceae_1	Bacillus_1	Bacillus pumilus
N8422	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_1	Bacillaceae_1	Bacillus_1	
N8423	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_1	Bacillaceae_1	Bacillus_1	Bacillus subtilis
N8424	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_1	Bacillaceae_1	Bacillus_1	
N8425	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_1	Bacillaceae_1	Weizmannia	Weizmannia coagulans
N8426	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_1	Bacillaceae_1	Domibacillus	
N8427	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_1	Bacillaceae_1	Rossellomorea	Bacillus enclensis
N8428	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_1	Bacillaceae_1	Peribacillus	
N8429	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_1	Bacillaceae_1	Mesobacillus	
N8430	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_1	Bacillaceae_1		
N8431	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_1	Bacillaceae_1		
N8432	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_3	Staphylococcaceae	Staphylococcus	Staphylococcus epidermidis
N8433	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus mutans
N8434	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus mutans
N8435	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus mutans
N8436	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus mutans
N8437	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus sobrinus
N8438	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Streptococcaceae	Streptococcus	
N8439	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	
N8441	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Lactobacillaceae	Companilactobacillus	
N8442	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus jensenii
N8443	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus jensenii
N8444	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Lactobacillaceae	Lactobacillus	
N8445	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Lactobacillaceae	Lactobacillus	
N8446	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Lactobacillaceae	Ligilactobacillus	Ligilactobacillus ruminis
N8447	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Lactobacillaceae	Leuconostoc	
N8448	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Lactobacillaceae	Leuconostoc	Leuconostoc mesenteroides
N8449	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Lactobacillaceae	Oenococcus	Oenococcus oeni
N8450	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Lactobacillaceae	Oenococcus	Oenococcus oeni
N8451	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Lactobacillaceae	Limosilactobacillus	
N8452	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Limosilactobacillus ingluviei
N8453	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Lactobacillaceae	Limosilactobacillus	
N8454	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Lactobacillaceae	Levilactobacillus	
N8455	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Lactobacillaceae	Secundilactobacillus	
N8456	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Lactobacillaceae	Secundilactobacillus	
N8457	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Lactobacillaceae	Lentilactobacillus	
N8458	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Lactobacillaceae	Lentilactobacillus	
N8459	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Lactobacillaceae	Fructilactobacillus	
N8460	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Lactobacillaceae	Fructilactobacillus	Fructilactobacillus florum
N8461	Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia psittaci
N8462	Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia psittaci
N8463	Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia psittaci
N8465	Bacteria	Bacteroidetes_1	Chitinophagia	Chitinophagales	Chitinophagaceae	Chitinophaga	
N8466	Bacteria	Bacteroidetes_1	Chitinophagia	Chitinophagales	Chitinophagaceae	Chitinophaga	
N8467	Bacteria	Bacteroidetes_1	Chitinophagia	Chitinophagales	Chitinophagaceae		
N8468	Bacteria	Bacteroidetes_1	Chitinophagia	Chitinophagales	Chitinophagaceae		
N8469	Bacteria	Bacteroidetes_1	Chitinophagia	Chitinophagales	Chitinophagaceae	Hydrotalea	Hydrotalea flava
N8470	Bacteria	Bacteroidetes_1	Chitinophagia	Chitinophagales	Chitinophagaceae		
N8471	Bacteria	Bacteroidetes_1	Chitinophagia	Chitinophagales	Chitinophagaceae	Flavihumibacter	
N8472	Bacteria	Bacteroidetes_1	Chitinophagia	Chitinophagales	Chitinophagaceae	Flavisolibacter	
N8473	Bacteria	Bacteroidetes_1	Chitinophagia	Chitinophagales	Chitinophagaceae		
N8474	Bacteria	Bacteroidetes_1	Chitinophagia	Chitinophagales	Chitinophagaceae	Niabella	
N8475	Bacteria	Bacteroidetes_1	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	
N8476	Bacteria	Bacteroidetes_1	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	
N8477	Bacteria	Bacteroidetes_1	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	
N8478	Bacteria	Bacteroidetes_1	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	
N8479	Bacteria	Bacteroidetes_1	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter_1	
N8480	Bacteria	Bacteroidetes_1	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter_1	
N8481	Bacteria	Bacteroidetes_1	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter_1	
N8482	Bacteria	Bacteroidetes_1	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter_1	Pedobacter antarcticus
N8483	Bacteria	Bacteroidetes_1	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter_1	
N8484	Bacteria	Bacteroidetes_1	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter_1	
N8485	Bacteria	Bacteroidetes_1	Cytophagia	Cytophagales	Cesiribacteraceae		
N8486	Bacteria	Bacteroidetes_1	Cytophagia	Cytophagales	Fulvivirgaceae		
N8487	Bacteria	Bacteroidetes_1	Cytophagia	Cytophagales	Fulvivirgaceae		
N8488	Bacteria	Bacteroidetes_1	Cytophagia	Cytophagales	Roseivirgaceae		
N8489	Bacteria	Bacteroidetes_1	Cytophagia	Cytophagales	Cyclobacteriaceae		
N8490	Bacteria	Bacteroidetes_1	Cytophagia	Cytophagales	Cyclobacteriaceae		
N8491	Bacteria	Bacteroidetes_1	Cytophagia	Cytophagales	Hymenobacteraceae	Hymenobacter	
N8492	Bacteria	Bacteroidetes_1	Cytophagia	Cytophagales	Hymenobacteraceae	Hymenobacter	
N8493	Bacteria	Bacteroidetes_1	Cytophagia	Cytophagales	Hymenobacteraceae	Rufibacter	
N8494	Bacteria	Bacteroidetes_1	Cytophagia	Cytophagales	Hymenobacteraceae	Pontibacter	
N8495	Bacteria	Bacteroidetes_1	Cytophagia	Cytophagales	Hymenobacteraceae	Pontibacter	
N8496	Bacteria	Bacteroidetes_1	Cytophagia	Cytophagales	Cytophagaceae_1		
N8497	Bacteria	Bacteroidetes_1	Cytophagia	Cytophagales	Cytophagaceae_1		
N8498	Bacteria	Bacteroidetes_1	Cytophagia	Cytophagales	Cytophagaceae_1		
N8499	Bacteria	Bacteroidetes_1	Flavobacteriia	Flavobacteriales	Weeksellaceae		
N8500	Bacteria	Bacteroidetes_1	Flavobacteriia	Flavobacteriales	Weeksellaceae		
N8501	Bacteria	Bacteroidetes_1	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Tenacibaculum	
N8502	Bacteria	Bacteroidetes_1	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Polaribacter	
N8503	Bacteria	Bacteroidetes_1	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Polaribacter	
N8504	Bacteria	Bacteroidetes_1	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	
N8505	Bacteria	Bacteroidetes_1	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	
N8506	Bacteria	Bacteroidetes_1	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Capnocytophaga haemolytica
N8507	Bacteria	Bacteroidetes_1	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	
N8508	Bacteria	Bacteroidetes_1	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Myroides	
N8509	Bacteria	Bacteroidetes_1	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	
N8510	Bacteria	Bacteroidetes_1	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	
N8511	Bacteria	Bacteroidetes_1	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Zhouia	
N8512	Bacteria	Bacteroidetes_1	Flavobacteriia	Flavobacteriales	Flavobacteriaceae		
N8513	Bacteria	Bacteroidetes_1	Flavobacteriia	Flavobacteriales	Flavobacteriaceae		
N8514	Bacteria	Bacteroidetes_1	Flavobacteriia	Flavobacteriales	Flavobacteriaceae		
N8515	Bacteria	Bacteroidetes_1					
N8516	Bacteria	Bacteroidetes_1					
N8517	Bacteria	Bacteroidetes_1					
N8518	Bacteria	Bacteroidetes_1	Bacteroidia	Bacteroidales_2			
N8519	Bacteria	Bacteroidetes_1	Bacteroidia	Bacteroidales_2	Rikenellaceae	Alistipes	
N8520	Bacteria	Bacteroidetes_1	Bacteroidia	Bacteroidales_2	Rikenellaceae	Alistipes	
N8521	Bacteria	Bacteroidetes_1	Bacteroidia	Marinilabiliales	Marinilabiliaceae	Anaerophaga	Anaerophaga thermohalophila
N8522	Bacteria	Bacteroidetes_1	Bacteroidia	Marinilabiliales	Prolixibacteraceae	Draconibacterium	Draconibacterium orientale
N8523	Bacteria	Bacteroidetes_1	Bacteroidia	Marinilabiliales			
N8524	Bacteria	Bacteroidetes_1	Bacteroidia	Bacteroidales_1	Porphyromonadaceae	Porphyromonas	Porphyromonas somerae
N8525	Bacteria	Bacteroidetes_1	Bacteroidia	Bacteroidales_1	Porphyromonadaceae	Porphyromonas	Porphyromonas somerae
N8526	Bacteria	Bacteroidetes_1	Bacteroidia	Bacteroidales_1	Porphyromonadaceae	Porphyromonas	Porphyromonas somerae
N8527	Bacteria	Bacteroidetes_1	Bacteroidia	Bacteroidales_1	Porphyromonadaceae	Porphyromonas	Porphyromonas somerae
N8528	Bacteria	Bacteroidetes_1	Bacteroidia	Bacteroidales_1	Tannerellaceae	Parabacteroides	
N8529	Bacteria	Bacteroidetes_1	Bacteroidia	Bacteroidales_1	Dysgonomonadaceae		
N8530	Bacteria	Bacteroidetes_1	Bacteroidia	Bacteroidales_1	Dysgonomonadaceae		
N8531	Bacteria	Bacteroidetes_1	Bacteroidia	Bacteroidales_1			
N8532	Bacteria	Bacteroidetes_1	Bacteroidia	Bacteroidales_1			
N8533	Bacteria	Bacteroidetes_1	Bacteroidia	Bacteroidales_1	Bacteroidaceae	Phocaeicola	
N8534	Bacteria	Bacteroidetes_1	Bacteroidia	Bacteroidales_1	Bacteroidaceae	Bacteroides	
N8535	Bacteria	Bacteroidetes_1	Bacteroidia	Bacteroidales_1	Prevotellaceae_2	Paraprevotella	
N8536	Bacteria	Bacteroidetes_1	Bacteroidia	Bacteroidales_1	Prevotellaceae_2		
N8537	Bacteria	Bacteroidetes_1	Bacteroidia	Bacteroidales_1	Prevotellaceae_1		
N8538	Bacteria	Bacteroidetes_1	Bacteroidia	Bacteroidales_1	Prevotellaceae_1	Prevotella	
N8539	Bacteria	Proteobacteria_3	Deltaproteobacteria_1	Syntrophobacterales_1			
N8540	Bacteria	Proteobacteria_3	Deltaproteobacteria_1	Syntrophobacterales_1	Syntrophaceae_1		
N8541	Bacteria	Proteobacteria_6	Deltaproteobacteria_3	Desulfobacterales_1	Desulfobacteraceae	Desulfosarcina	
N8542	Bacteria	Proteobacteria_6	Deltaproteobacteria_3	Desulfobacterales_1	Desulfobacteraceae	Desulfobacter	
N8543	Bacteria	Proteobacteria_6	Deltaproteobacteria_3	Desulfobacterales_1	Desulfobacteraceae	Desulfobacula	
N8544	Bacteria	Proteobacteria_6	Deltaproteobacteria_3	Desulfobacterales_1	Desulfobacteraceae	Desulfobacula	
N8545	Bacteria	Proteobacteria_1	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae		
N8546	Bacteria	Proteobacteria_1	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae		
N8547	Bacteria	Proteobacteria_1	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Gluconobacter	
N8548	Bacteria	Proteobacteria_1	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Gluconobacter	
N8549	Bacteria	Proteobacteria_1	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Komagataeibacter	
N8550	Bacteria	Proteobacteria_1	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	
N8551	Bacteria	Proteobacteria_1	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	
N8552	Bacteria	Proteobacteria_1	Alphaproteobacteria	Rhodospirillales	Azospirillaceae		
N8553	Bacteria	Proteobacteria_1	Alphaproteobacteria	Rhodospirillales	Azospirillaceae	Azospirillum	
N8554	Bacteria	Proteobacteria_1	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae_1	Sphingomonas	
N8555	Bacteria	Proteobacteria_1	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae_1	Sphingomonas	
N8556	Bacteria	Proteobacteria_1	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae_1	Sphingomonas	
N8557	Bacteria	Proteobacteria_1	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae_1	Sphingomonas	
N8558	Bacteria	Proteobacteria_1	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae_1	Sphingomonas	
N8559	Bacteria	Proteobacteria_1	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae_3	Sphingobium	Sphingobium herbicidovorans
N8560	Bacteria	Proteobacteria_1	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae_3	Sphingobium	
N8561	Bacteria	Proteobacteria_1	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae_3	Sphingobium	
N8562	Bacteria	Proteobacteria_1	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae_4	Sphingopyxis	
N8563	Bacteria	Proteobacteria_1	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae_2	Novosphingobium	
N8564	Bacteria	Proteobacteria_1	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae_2	Novosphingobium	Novosphingobium barchaimii
N8565	Bacteria	Proteobacteria_1	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae		
N8566	Bacteria	Proteobacteria_1	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Cereibacter	
N8567	Bacteria	Proteobacteria_1	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae		
N8568	Bacteria	Proteobacteria_1	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	
N8569	Bacteria	Proteobacteria_1	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Jannaschia	
N8570	Bacteria	Proteobacteria_1	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae		
N8571	Bacteria	Proteobacteria_1	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae		
N8573	Bacteria	Proteobacteria_1	Alphaproteobacteria	Hyphomonadales	Hyphomonadaceae	Hyphomonas	
N8574	Bacteria	Proteobacteria_1	Alphaproteobacteria	Hyphomonadales	Hyphomonadaceae	Hyphomonas	
N8575	Bacteria	Proteobacteria_1	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	
N8576	Bacteria	Proteobacteria_1	Alphaproteobacteria	Hyphomicrobiales_1			
N8577	Bacteria	Proteobacteria_1	Alphaproteobacteria	Hyphomicrobiales_1			
N8578	Bacteria	Proteobacteria_1	Alphaproteobacteria	Hyphomicrobiales_1			
N8579	Bacteria	Proteobacteria_1	Alphaproteobacteria	Hyphomicrobiales_1			
N8580	Bacteria	Proteobacteria_1	Alphaproteobacteria	Hyphomicrobiales_1	Devosiaceae	Devosia	
N8581	Bacteria	Proteobacteria_1	Alphaproteobacteria	Hyphomicrobiales_1	Devosiaceae	Devosia	
N8582	Bacteria	Proteobacteria_1	Alphaproteobacteria	Hyphomicrobiales_1	Kaistiaceae		
N8584	Bacteria	Proteobacteria_1	Betaproteobacteria_1	Burkholderiales	Oxalobacteraceae	Herbaspirillum	Herbaspirillum chlorophenolicum
N8585	Bacteria	Proteobacteria_1	Betaproteobacteria_1	Burkholderiales	Oxalobacteraceae	Herbaspirillum	
N8586	Bacteria	Proteobacteria_1	Betaproteobacteria_1	Burkholderiales	Burkholderiaceae	Burkholderia	
N8587	Bacteria	Proteobacteria_1	Betaproteobacteria_1	Burkholderiales	Burkholderiaceae	Burkholderia	
N8588	Bacteria	Proteobacteria_1	Betaproteobacteria_1	Burkholderiales	Burkholderiaceae	Caballeronia	
N8589	Bacteria	Proteobacteria_1	Betaproteobacteria_1	Burkholderiales	Burkholderiaceae	Paraburkholderia	
N8590	Bacteria	Proteobacteria_1	Betaproteobacteria_1	Burkholderiales			
N8591	Bacteria	Proteobacteria_1	Betaproteobacteria_1	Burkholderiales	Comamonadaceae		
N8593	Bacteria	Proteobacteria_1	Betaproteobacteria_1	Burkholderiales	Comamonadaceae		
N8594	Bacteria	Proteobacteria_1	Betaproteobacteria_1	Burkholderiales	Comamonadaceae		
N8595	Bacteria	Proteobacteria_1	Betaproteobacteria_1	Burkholderiales	Comamonadaceae		
N8596	Bacteria	Proteobacteria_1	Betaproteobacteria_1	Burkholderiales	Comamonadaceae		
N8597	Bacteria	Proteobacteria_1	Betaproteobacteria_1	Burkholderiales	Comamonadaceae	Comamonas	
N8598	Bacteria	Proteobacteria_1	Betaproteobacteria_1	Burkholderiales	Comamonadaceae		
N8599	Bacteria	Proteobacteria_1	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Dyella	
N8600	Bacteria	Proteobacteria_1	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Rhodanobacter	
N8601	Bacteria	Proteobacteria_1	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Luteimonas	
N8602	Bacteria	Proteobacteria_1	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Luteimonas	
N8603	Bacteria	Proteobacteria_1	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	
N8604	Bacteria	Proteobacteria_1	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	
N8605	Bacteria	Proteobacteria_1	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	
N8606	Bacteria	Proteobacteria_1	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	
N8608	Bacteria	Proteobacteria_1	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae		
