	kingdom	phylum	class	order	family	genus	species
N4444	Bacteria	Firmicutes_3	Bacilli_2	Bacillales_2	Paenibacillaceae	Brevibacillus	
N4445	Bacteria	Firmicutes_3	Bacilli_2	Bacillales_2	Paenibacillaceae		
N4446	Bacteria	Firmicutes_3	Bacilli_2	Bacillales_2	Paenibacillaceae	Paenibacillus_2	
N4447	Bacteria	Firmicutes_3	Bacilli_2	Bacillales_2	Paenibacillaceae	Cohnella	
N4448	Bacteria	Firmicutes_3	Bacilli_2	Bacillales_2	Paenibacillaceae		
N4449	Bacteria	Firmicutes_3	Bacilli_2	Bacillales_2	Paenibacillaceae		
N4450	Bacteria	Firmicutes_3	Bacilli_2	Bacillales_2	Paenibacillaceae		
N4451	Bacteria	Tenericutes_1	Mollicutes_1	Acholeplasmatales_1	Acholeplasmataceae		
N4452	Bacteria	Tenericutes_1	Mollicutes_1	Acholeplasmatales_1			
N4453	Bacteria	Tenericutes_2	Mollicutes_2	Entomoplasmatales			
N4454	Bacteria	Tenericutes_2	Mollicutes_2	Entomoplasmatales	Spiroplasmataceae	Spiroplasma	
N4455	Bacteria	Tenericutes_2	Mollicutes_2	Entomoplasmatales	Spiroplasmataceae	Spiroplasma	
N4456	Bacteria	Firmicutes_5	Erysipelotrichia_1	Erysipelotrichales_1	Erysipelotrichaceae_2	Erysipelatoclostridium_2	
N4457	Bacteria	Firmicutes_5	Erysipelotrichia_1	Erysipelotrichales_1	Coprobacillaceae		
N4458	Bacteria	Firmicutes_5	Erysipelotrichia_1	Erysipelotrichales_1	Coprobacillaceae		
N4459	Bacteria	Firmicutes_5	Erysipelotrichia_1	Erysipelotrichales_1	Erysipelotrichaceae_1		
N4460	Bacteria	Firmicutes_5	Erysipelotrichia_1	Erysipelotrichales_1	Erysipelotrichaceae_1		
N4461	Bacteria	Firmicutes_5	Erysipelotrichia_1	Erysipelotrichales_1	Erysipelotrichaceae_1		
N4462	Bacteria	Firmicutes_5	Erysipelotrichia_1	Erysipelotrichales_1	Erysipelotrichaceae_1		
N4463	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_1	Bacillaceae_4	Evansella	
N4464	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_1	Bacillaceae_4		
N4465	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_1			
N4466	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_1	Bacillaceae_5		
N4467	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_1	Bacillaceae_3	Alkalihalobacillus	
N4468	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_1	Bacillaceae_2		
N4469	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_1	Bacillaceae_2		
N4470	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_1	Bacillaceae_2		
N4471	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_1	Planococcaceae		
N4472	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_1	Bacillaceae_1		
N4473	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_3	Staphylococcaceae	Jeotgalicoccus	
N4474	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_3	Staphylococcaceae	Salinicoccus	
N4475	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_3	Staphylococcaceae	Staphylococcus	
N4476	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_3	Staphylococcaceae	Staphylococcus	
N4477	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_4	Listeriaceae	Listeria	
N4478	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_4	Listeriaceae	Listeria	
N4479	Bacteria	Firmicutes_1	Bacilli_1	Bacillales_4	Listeriaceae	Listeria	
N4480	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Carnobacteriaceae_1		
N4481	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Carnobacteriaceae_1		
N4482	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Carnobacteriaceae_1	Carnobacterium	
N4483	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Carnobacteriaceae_1	Carnobacterium	
N4484	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Carnobacteriaceae_2	Trichococcus	
N4485	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Carnobacteriaceae_3		
N4486	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Aerococcaceae		
N4487	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Enterococcaceae		
N4488	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Streptococcaceae		
N4489	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Lactobacillaceae	Loigolactobacillus	
N4490	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Lactobacillaceae		
N4491	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Lactobacillaceae		
N4492	Bacteria	Firmicutes_1	Bacilli_1	Lactobacillales	Lactobacillaceae		
N4493	Bacteria	Candidatus Omnitrophica					
N4494	Bacteria	Candidatus Omnitrophica					
N4495	Bacteria	Candidatus Omnitrophica					
N4496	Bacteria	Candidatus Omnitrophica					
N4497	Bacteria	Candidatus Omnitrophica					
N4498	Bacteria	Planctomycetes	Candidatus Brocadiae	Candidatus Brocadiales			
N4499	Bacteria	Planctomycetes	Candidatus Brocadiae	Candidatus Brocadiales			
N4500	Bacteria	Planctomycetes	Phycisphaerae				
N4501	Bacteria	Planctomycetes	Planctomycetia	Pirellulales	Pirellulaceae		
N4502	Bacteria	Verrucomicrobia	Spartobacteria				
N4503	Bacteria	Verrucomicrobia	Verrucomicrobiae_1	Verrucomicrobiales_1	Rubritaleaceae	Rubritalea	
N4504	Bacteria	Verrucomicrobia	Verrucomicrobiae_1	Verrucomicrobiales_1	Rubritaleaceae		
N4505	Bacteria	Verrucomicrobia	Verrucomicrobiae_1	Verrucomicrobiales_1	Akkermansiaceae	Akkermansia	
N4506	Bacteria	Verrucomicrobia	Verrucomicrobiae_1	Verrucomicrobiales_1	Akkermansiaceae	Akkermansia	
N4507	Bacteria	Chlamydiae	Chlamydiia	Parachlamydiales	Parachlamydiaceae	Candidatus Protochlamydia	
N4508	Bacteria	Chlamydiae	Chlamydiia				
N4510	Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia psittaci
N4511	Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia psittaci
N4512	Bacteria	Fibrobacteres	Fibrobacteria	Fibrobacterales	Fibrobacteraceae	Fibrobacter	
N4513	Bacteria	Fibrobacteres	Fibrobacteria	Fibrobacterales	Fibrobacteraceae	Fibrobacter	
N4514	Bacteria	Candidatus Marinimicrobia					
N4515	Bacteria	Candidatus Marinimicrobia					
N4516	Bacteria	Ignavibacteriae	Ignavibacteria	Ignavibacteriales	Melioribacteraceae		
N4517	Bacteria	Ignavibacteriae	Ignavibacteria	Ignavibacteriales	Melioribacteraceae		
N4518	Bacteria						
N4519	Bacteria	Candidatus Kryptonia					
N4520	Bacteria	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	Chlorobaculum	
N4521	Bacteria	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae		
N4522	Bacteria	Bacteroidetes_2		Bacteroidetes Order II. Incertae sedis	Rhodothermaceae		
N4523	Bacteria	Balneolaeota	Balneolia	Balneolales	Balneolaceae		
N4524	Bacteria	Bacteroidetes_1					
N4525	Bacteria	Bacteroidetes_1					
N4526	Bacteria	Bacteroidetes_1	Flavobacteriia	Flavobacteriales			
N4527	Bacteria	Bacteroidetes_1					
N4528	Bacteria	Proteobacteria_2	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	
N4529	Bacteria	Proteobacteria_2	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter pylori
N4530	Bacteria	Proteobacteria_2	Epsilonproteobacteria	Campylobacterales	Sulfurovaceae	Sulfurovum	
N4531	Bacteria	Proteobacteria_2	Epsilonproteobacteria	Campylobacterales	Thiovulaceae	Sulfuricurvum	
N4532	Bacteria	Proteobacteria_2	Epsilonproteobacteria	Campylobacterales	Thiovulaceae	Sulfurimonas	
N4533	Bacteria	Acidobacteria					
N4534	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales			
N4535	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae		
N4536	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae		
N4537	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Terriglobus	
N4538	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Granulicella	
N4539	Bacteria	Proteobacteria_4	Deltaproteobacteria_4	Myxococcales	Myxococcaceae	Myxococcus	
N4540	Bacteria	Nitrospinae	Nitrospinia	Nitrospinales	Nitrospinaceae	Candidatus Nitromaritima	
N4541	Bacteria	Nitrospinae	Nitrospinia	Nitrospinales			
N4542	Bacteria	Nitrospinae	Nitrospinia	Nitrospinales			
N4543	Bacteria	Nitrospirae_1	Nitrospira_1	Nitrospirales_1	Nitrospiraceae_1		
N4544	Bacteria	Nitrospirae_1	Nitrospira_1	Nitrospirales_1	Nitrospiraceae_1	Nitrospira	
N4545	Bacteria	Nitrospirae_1	Nitrospira_1	Nitrospirales_1	Nitrospiraceae_1	Nitrospira	
N4546	Bacteria	Nitrospirae_1	Thermodesulfovibrionia	Thermodesulfovibrionales	Thermodesulfovibrionaceae		
N4547	Bacteria	Nitrospirae_1	Thermodesulfovibrionia	Thermodesulfovibrionales	Thermodesulfovibrionaceae		
N4548	Bacteria	Proteobacteria_3	Deltaproteobacteria_1				
N4549	Bacteria	Proteobacteria_5	Deltaproteobacteria_2	Desulfovibrionales	Desulfomicrobiaceae	Desulfomicrobium	
N4550	Bacteria	Proteobacteria_5	Deltaproteobacteria_2	Desulfovibrionales	Desulfohalobiaceae	Desulfonauticus	
N4551	Bacteria	Proteobacteria_5	Deltaproteobacteria_2	Desulfovibrionales	Desulfohalobiaceae	Desulfonatronovibrio	
N4552	Bacteria	Proteobacteria_5	Deltaproteobacteria_2	Desulfovibrionales	Desulfovibrionaceae		
N4553	Bacteria	Proteobacteria_5	Deltaproteobacteria_2	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio_1	
N4554	Bacteria	Proteobacteria_5	Deltaproteobacteria_2	Desulfovibrionales	Desulfovibrionaceae		
N4555	Bacteria	Thermodesulfobacteria	Thermodesulfobacteria	Thermodesulfobacteriales	Thermodesulfobacteriaceae	Thermodesulfatator	
N4556	Bacteria	Thermodesulfobacteria	Thermodesulfobacteria	Thermodesulfobacteriales	Thermodesulfobacteriaceae		
N4557	Bacteria	Proteobacteria_7	Deltaproteobacteria_5	Desulfobacterales_2			
N4558	Bacteria	Proteobacteria_7	Deltaproteobacteria_5	Desulfobacterales_2	Desulfobulbaceae	Desulfobulbus	
N4559	Bacteria	Proteobacteria_7	Deltaproteobacteria_5	Desulfobacterales_2	Desulfocapsaceae		
N4560	Bacteria	Proteobacteria_6	Deltaproteobacteria_3	Desulfarculales	Desulfarculaceae		
N4561	Bacteria	Proteobacteria_6	Deltaproteobacteria_3	Syntrophobacterales_2			
N4562	Bacteria	Proteobacteria_6	Deltaproteobacteria_3	Desulfobacterales_1			
N4563	Bacteria	Proteobacteria_1	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Candidatus Pelagibacter	Candidatus Pelagibacter ubique
N4564	Bacteria	Proteobacteria_1	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Candidatus Pelagibacter	Candidatus Pelagibacter ubique
N4565	Bacteria	Proteobacteria_1	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Orientia	Orientia tsutsugamushi
N4566	Bacteria	Proteobacteria_1	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	Rickettsia bellii
N4567	Bacteria	Proteobacteria_1	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	Rickettsia canadensis
N4568	Bacteria	Proteobacteria_1	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	
N4569	Bacteria	Proteobacteria_1	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	
N4570	Bacteria	Proteobacteria_1	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Ehrlichia	
N4571	Bacteria	Proteobacteria_1	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Ehrlichia	
N4572	Bacteria	Proteobacteria_1	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Anaplasma	Anaplasma phagocytophilum
N4573	Bacteria	Proteobacteria_1	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Anaplasma	Anaplasma phagocytophilum
N4574	Bacteria	Proteobacteria_1	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Anaplasma	Anaplasma phagocytophilum
N4575	Bacteria	Proteobacteria_1	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Anaplasma	Anaplasma phagocytophilum
N4576	Bacteria	Proteobacteria_1	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Anaplasma	Anaplasma marginale
N4577	Bacteria	Proteobacteria_1	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Anaplasma	Anaplasma marginale
N4578	Bacteria	Proteobacteria_1	Alphaproteobacteria	Rhodospirillales			
N4579	Bacteria	Proteobacteria_1	Alphaproteobacteria	Rhodospirillales			
N4580	Bacteria	Proteobacteria_1	Alphaproteobacteria	Sphingomonadales			
N4581	Bacteria	Proteobacteria_1	Alphaproteobacteria	Rhodobacterales			
N4583	Bacteria	Proteobacteria_1	Acidithiobacillia	Acidithiobacillales	Acidithiobacillaceae	Acidithiobacillus	Acidithiobacillus thiooxidans
N4584	Bacteria	Proteobacteria_1	Acidithiobacillia	Acidithiobacillales	Acidithiobacillaceae	Acidithiobacillus	Acidithiobacillus thiooxidans
N4585	Bacteria	Proteobacteria_1	Betaproteobacteria_3	Neisseriales	Chromobacteriaceae_2		
N4586	Bacteria	Proteobacteria_1	Betaproteobacteria_3	Neisseriales	Chromobacteriaceae_2		
N4587	Bacteria	Proteobacteria_1	Betaproteobacteria_3	Neisseriales	Chromobacteriaceae_1		
N4588	Bacteria	Proteobacteria_1	Betaproteobacteria_3	Neisseriales	Chromobacteriaceae_1		
N4589	Bacteria	Proteobacteria_1	Betaproteobacteria_3	Neisseriales	Neisseriaceae		
N4590	Bacteria	Proteobacteria_1	Betaproteobacteria_3	Neisseriales	Neisseriaceae		
N4591	Bacteria	Proteobacteria_1	Betaproteobacteria_2	Nitrosomonadales_1			
N4592	Bacteria	Proteobacteria_1	Betaproteobacteria_2	Nitrosomonadales_1	Methylophilaceae	Methylobacillus	
N4593	Bacteria	Proteobacteria_1	Betaproteobacteria_2	Nitrosomonadales_1	Methylophilaceae		
N4594	Bacteria	Proteobacteria_1	Betaproteobacteria_2	Nitrosomonadales_1	Gallionellaceae	Sideroxydans	
